season,player,projected_points,primary_position,eligible_positions,adp
2023,2023_OF_238,292.16,OF,OF,354.6
2023,2023_OF_244,272.54,OF,OF;1B,354.6
2023,2023_OF_217,312.87,OF,OF,355.9
2023,2023_OF_240,339.5,OF,OF,357.0
2023,2023_RP_368,307.92,RP,RP,358.8
2023,2023_OF_242,271.65,OF,OF,360.5
2023,2023_OF_243,270.4,OF,OF,361.6
2023,2023_OF_237,295.36,OF,OF;1B,362.3
2023,2023_OF_234,279.79,OF,OF,362.9
2023,2023_RP_370,293.81,RP,RP,363.5
2023,2023_SP_322,302.58,SP,SP,364.1
2023,2023_SP_326,335.5,SP,SP;RP,364.3
2023,2023_OF_231,273.46,OF,OF,366.1
2023,2023_OF_239,282.02,OF,OF;1B,366.2
2023,2023_OF_230,281.7,OF,OF,367.5
2023,2023_OF_245,284.84,OF,OF,368.1
2023,2023_OF_246,245.85,OF,OF;1B,369.3
2023,2023_OF_235,266.76,OF,OF,371.3
2024,2024_SP_253,754.39,SP,SP;RP,1.0
2024,2024_SP_310,595.54,SP,SP,1.0
2024,2024_3B_111,662.19,3B,3B,2.6
2024,2024_OF_183,622.61,OF,OF,2.6
2024,2024_SS_131,608.6,SS,SS,3.7
2024,2024_SS_137,649.16,SS,SS,4.4
2024,2024_SP_249,712.87,SP,SP,4.6
2024,2024_2B_072,583.21,2B,2B;OF,7.7
2024,2024_OF_185,584.96,OF,OF,8.7
2024,2024_1B_037,567.38,1B,1B,9.4
2024,2024_SS_164,638.17,SS,SS;2B,11.9
2024,2024_SP_280,520.17,SP,SP,12.7
2024,2024_SS_151,560.63,SS,SS;3B,13.6
2024,2024_1B_029,576.5,1B,1B,15.0
2024,2024_SP_247,547.77,SP,SP,15.5
2024,2024_OF_171,547.92,OF,OF;1B,17.2
2024,2024_SS_134,521.05,SS,SS,18.3
2024,2024_OF_176,541.78,OF,OF,18.6
2024,2024_SP_254,501.65,SP,SP;RP,18.8
2024,2024_2B_069,526.71,2B,2B,19.1
2024,2024_SP_248,562.07,SP,SP,19.3
2024,2024_OF_188,550.8,OF,OF,19.4
2024,2024_SP_269,536.42,SP,SP,20.0
2024,2024_2B_066,528.12,2B,2B;OF,20.7
2024,2024_3B_110,510.87,3B,3B;1B,21.0
2024,2024_1B_032,533.8,1B,1B;3B,21.6
2024,2024_SS_143,527.89,SS,SS,22.6
2024,2024_SS_153,541.71,SS,SS;3B,23.9
2024,2024_2B_068,508.17,2B,2B,24.2
2024,2024_SP_312,600.01,SP,SP,26.6
2024,2024_SP_314,542.5,SP,SP;RP,28.8
2024,2024_SS_136,487.73,SS,SS,28.9
2024,2024_1B_038,575.23,1B,1B,29.0
2024,2024_SP_251,568.61,SP,SP;RP,30.6
2024,2024_OF_172,549.57,OF,OF,31.1
2024,2024_SS_155,503.87,SS,SS,33.4
2024,2024_1B_048,574.48,1B,1B;OF,35.6
2024,2024_3B_122,520.29,3B,3B,36.0
2024,2024_SS_133,470.45,SS,SS,37.3
2024,2024_2B_070,540.91,2B,2B,39.5
2024,2024_SP_283,485.96,SP,SP,41.1
2024,2024_3B_120,486.36,3B,3B,41.2
2024,2024_2B_080,471.85,2B,2B,41.6
2024,2024_SP_295,522.61,SP,SP,42.1
2024,2024_2B_084,502.49,2B,2B,42.4
2024,2024_2B_064,535.17,2B,2B,45.2
2024,2024_SP_293,545.69,SP,SP,46.1
2024,2024_RP_332,484.82,RP,RP,46.5
2024,2024_OF_203,552.81,OF,OF,47.2
2024,2024_2B_067,529.47,2B,2B,48.3
2024,2024_SP_267,535.13,SP,SP,48.5
2024,2024_SP_327,484.87,SP,SP;RP,49.2
2024,2024_1B_030,499.0,1B,1B,52.9
2024,2024_1B_044,537.76,1B,1B,52.9
2024,2024_1B_031,488.01,1B,1B,54.1
2024,2024_2B_096,460.38,2B,2B,56.3
2024,2024_OF_175,542.33,OF,OF,56.4
2024,2024_2B_090,469.46,2B,2B,57.9
2024,2024_3B_097,476.98,3B,3B,58.1
2024,2024_3B_115,455.65,3B,3B;SS,58.4
2024,2024_OF_178,515.64,OF,OF,59.9
2024,2024_SP_259,488.09,SP,SP,60.0
2024,2024_3B_117,501.86,3B,3B,61.2
2024,2024_SP_272,453.63,SP,SP,62.4
2024,2024_SP_255,498.28,SP,SP,63.9
2024,2024_3B_116,496.9,3B,3B;1B,65.9
2024,2024_SS_135,489.94,SS,SS;2B,66.6
2024,2024_RP_346,488.29,RP,RP,66.7
2024,2024_SP_260,426.36,SP,SP,68.3
2024,2024_3B_099,439.23,3B,3B,69.7
2024,2024_3B_109,437.49,3B,3B;1B,70.4
2024,2024_SP_271,476.39,SP,SP,70.7
2024,2024_RP_344,510.05,RP,RP,71.1
2024,2024_1B_062,502.03,1B,1B,71.5
2024,2024_OF_210,472.38,OF,OF,71.5
2024,2024_2B_074,478.01,2B,2B,72.8
2024,2024_SS_139,463.74,SS,SS,73.9
2024,2024_2B_085,452.62,2B,2B,76.7
2024,2024_3B_103,469.12,3B,3B,78.1
2024,2024_1B_035,490.61,1B,1B,81.4
2024,2024_3B_101,460.51,3B,3B,82.4
2024,2024_SS_146,463.92,SS,SS,84.7
2024,2024_RP_350,427.56,RP,RP,84.9
2024,2024_3B_098,453.65,3B,3B;SS,85.5
2024,2024_SS_160,432.87,SS,SS,85.5
2024,2024_SS_144,422.71,SS,SS,85.7
2024,2024_2B_094,418.22,2B,2B,85.8
2024,2024_3B_105,459.6,3B,3B,85.8
2024,2024_2B_077,434.87,2B,2B;SS,87.3
2024,2024_SP_263,438.03,SP,SP,88.1
2024,2024_OF_244,512.05,OF,OF,88.5
2024,2024_3B_107,472.49,3B,3B,89.7
2024,2024_1B_034,460.79,1B,1B,94.4
2024,2024_RP_342,485.31,RP,RP,94.7
2024,2024_2B_081,467.91,2B,2B;OF,95.6
2024,2024_SS_165,445.26,SS,SS,96.1
2024,2024_1B_033,469.47,1B,1B,96.8
2024,2024_SS_132,492.05,SS,SS,98.6
2024,2024_OF_216,467.0,OF,OF,98.9
2024,2024_3B_123,429.77,3B,3B,100.6
2024,2024_1B_050,427.28,1B,1B,101.3
2024,2024_OF_200,474.83,OF,OF;1B,101.4
2024,2024_2B_063,455.79,2B,2B;OF,102.3
2024,2024_SS_148,419.25,SS,SS,103.0
2024,2024_SP_250,480.57,SP,SP,103.7
2024,2024_2B_095,410.23,2B,2B,104.1
2024,2024_SP_265,440.89,SP,SP,105.5
2024,2024_OF_207,445.05,OF,OF,105.8
2024,2024_SP_270,449.64,SP,SP,105.9
2024,2024_C_014,416.95,C,C,107.2
2024,2024_OF_174,460.5,OF,OF,109.7
2024,2024_C_011,386.74,C,C,110.1
2024,2024_3B_106,418.44,3B,3B,112.5
2024,2024_SS_142,452.39,SS,SS,112.6
2024,2024_SS_158,419.0,SS,SS,113.5
2024,2024_SP_264,438.76,SP,SP,115.0
2024,2024_OF_180,453.68,OF,OF,117.5
2024,2024_SP_256,503.49,SP,SP,120.3
2024,2024_OF_169,463.91,OF,OF,120.4
2024,2024_RP_363,392.87,RP,RP,124.3
2024,2024_SP_268,491.78,SP,SP,126.3
2024,2024_1B_055,454.76,1B,1B,126.9
2024,2024_2B_083,452.03,2B,2B,127.5
2024,2024_SP_292,443.98,SP,SP,128.9
2024,2024_SP_262,427.62,SP,SP,129.2
2024,2024_SP_275,462.28,SP,SP,129.4
2024,2024_SS_138,442.49,SS,SS,130.3
2024,2024_SS_141,441.13,SS,SS,131.6
2024,2024_2B_089,418.13,2B,2B,131.7
2024,2024_RP_341,403.86,RP,RP,132.5
2024,2024_OF_226,419.99,OF,OF,132.6
2024,2024_SP_306,438.47,SP,SP,134.1
2024,2024_OF_170,434.05,OF,OF,134.9
2024,2024_SP_261,429.22,SP,SP,136.7
2024,2024_SP_279,440.24,SP,SP,137.0
2024,2024_2B_078,413.49,2B,2B,137.1
2024,2024_SP_285,464.5,SP,SP,137.2
2024,2024_RP_373,443.56,RP,RP,140.2
2024,2024_1B_043,462.5,1B,1B,140.8
2024,2024_2B_075,400.89,2B,2B,141.1
2024,2024_3B_104,451.71,3B,3B,141.3
2024,2024_OF_168,450.76,OF,OF,141.7
2024,2024_3B_102,465.86,3B,3B,141.9
2024,2024_1B_046,415.69,1B,1B,142.8
2024,2024_OF_217,447.43,OF,OF,145.1
2024,2024_1B_049,470.52,1B,1B,146.0
2024,2024_RP_330,401.33,RP,RP,146.0
2024,2024_C_006,419.49,C,C,147.1
2024,2024_SS_166,436.9,SS,SS;2B,148.4
2024,2024_3B_100,428.71,3B,3B,148.5
2024,2024_SP_274,434.88,SP,SP;RP,149.8
2024,2024_C_003,382.2,C,C,150.8
2024,2024_C_020,399.29,C,C,150.8
2024,2024_RP_329,395.25,RP,RP,154.2
2024,2024_3B_113,412.23,3B,3B,154.5
2024,2024_SS_140,437.79,SS,SS,159.6
2024,2024_2B_071,414.38,2B,2B;OF,161.4
2024,2024_3B_125,424.08,3B,3B,161.6
2024,2024_C_001,400.66,C,C,162.6
2024,2024_RP_337,384.94,RP,RP,162.9
2024,2024_OF_182,459.27,OF,OF,165.4
2024,2024_1B_058,392.33,1B,1B,165.8
2024,2024_SP_296,431.07,SP,SP,166.9
2024,2024_SP_252,443.54,SP,SP,167.1
2024,2024_1B_040,471.46,1B,1B;OF,167.6
2024,2024_1B_054,478.37,1B,1B,167.7
2024,2024_1B_036,463.86,1B,1B,169.3
2024,2024_OF_195,450.19,OF,OF,170.1
2024,2024_SP_266,454.94,SP,SP,171.5
2024,2024_SP_277,394.81,SP,SP,172.4
2024,2024_OF_199,431.36,OF,OF,173.6
2024,2024_C_002,386.89,C,C,173.7
2024,2024_1B_042,466.0,1B,1B,173.9
2024,2024_C_004,364.28,C,C,174.9
2024,2024_OF_197,418.39,OF,OF;1B,175.5
2024,2024_RP_333,410.72,RP,RP;SP,175.8
2024,2024_1B_056,392.51,1B,1B,176.1
2024,2024_2B_086,421.61,2B,2B,176.1
2024,2024_SS_154,407.65,SS,SS,177.1
2024,2024_1B_053,395.75,1B,1B,178.4
2024,2024_RP_345,418.98,RP,RP,178.5
2024,2024_RP_369,399.65,RP,RP,179.4
2024,2024_SS_150,389.09,SS,SS,180.2
2024,2024_2B_079,455.87,2B,2B,181.0
2024,2024_SP_257,439.99,SP,SP,182.3
2024,2024_SS_159,401.45,SS,SS;2B,182.8
2024,2024_OF_179,388.07,OF,OF,182.9
2024,2024_SS_152,391.93,SS,SS,183.9
2024,2024_SP_258,462.89,SP,SP,185.6
2024,2024_SP_319,355.67,SP,SP,185.7
2024,2024_1B_045,438.33,1B,1B,186.0
2024,2024_SS_157,383.56,SS,SS,186.9
2024,2024_3B_128,434.34,3B,3B,188.2
2024,2024_OF_184,430.99,OF,OF,190.8
2024,2024_SP_324,451.15,SP,SP,190.8
2024,2024_OF_206,462.24,OF,OF,191.8
2024,2024_SP_287,394.84,SP,SP,192.8
2024,2024_2B_065,424.93,2B,2B,193.8
2024,2024_C_008,369.88,C,C,197.8
2024,2024_RP_335,405.39,RP,RP,198.7
2024,2024_C_023,395.15,C,C,199.1
2024,2024_SS_149,403.94,SS,SS,199.7
2024,2024_SP_289,406.07,SP,SP,201.7
2024,2024_2B_091,394.29,2B,2B,202.3
2024,2024_RP_334,419.27,RP,RP,204.6
2024,2024_OF_173,430.04,OF,OF,205.5
2024,2024_3B_112,386.55,3B,3B,206.1
2024,2024_1B_061,387.76,1B,1B,208.9
2024,2024_3B_108,446.43,3B,3B,211.1
2024,2024_SS_145,436.07,SS,SS,211.5
2024,2024_SS_147,402.4,SS,SS,213.4
2024,2024_RP_338,407.66,RP,RP,213.8
2024,2024_RP_349,388.68,RP,RP,215.2
2024,2024_SP_282,383.22,SP,SP,215.5
2024,2024_3B_114,396.53,3B,3B,216.5
2024,2024_RP_331,417.74,RP,RP,217.6
2024,2024_3B_126,383.76,3B,3B,218.4
2024,2024_2B_073,414.34,2B,2B,219.9
2024,2024_2B_092,387.57,2B,2B,220.1
2024,2024_SP_281,394.12,SP,SP,220.3
2024,2024_2B_076,390.89,2B,2B,221.0
2024,2024_C_012,353.26,C,C,221.1
2024,2024_OF_192,395.59,OF,OF,221.8
2024,2024_OF_202,401.06,OF,OF,222.9
2024,2024_SS_163,378.8,SS,SS;2B,223.3
2024,2024_1B_051,445.5,1B,1B,223.6
2024,2024_C_010,366.63,C,C,224.1
2024,2024_C_013,348.44,C,C,224.7
2024,2024_3B_127,419.58,3B,3B;1B,225.4
2024,2024_2B_088,391.94,2B,2B,226.1
2024,2024_SP_325,410.09,SP,SP,227.3
2024,2024_SP_276,387.05,SP,SP,231.9
2024,2024_2B_087,381.29,2B,2B;SS,232.0
2024,2024_C_026,346.19,C,C,232.7
2024,2024_SS_161,381.68,SS,SS,232.8
2024,2024_1B_052,432.56,1B,1B,234.2
2024,2024_3B_124,427.86,3B,3B,236.6
2024,2024_1B_057,392.58,1B,1B;3B,237.3
2024,2024_1B_041,409.82,1B,1B,241.3
2024,2024_C_021,348.6,C,C,243.5
2024,2024_3B_130,416.02,3B,3B,245.1
2024,2024_C_005,391.44,C,C,245.2
2024,2024_SS_162,380.05,SS,SS,246.8
2024,2024_OF_167,453.48,OF,OF,246.9
2024,2024_OF_191,376.55,OF,OF,247.7
2024,2024_OF_208,381.77,OF,OF,248.5
2024,2024_SP_284,352.08,SP,SP,248.9
2024,2024_C_017,334.23,C,C,250.5
2024,2024_RP_340,384.04,RP,RP;SP,250.9
2024,2024_1B_047,419.87,1B,1B,252.2
2024,2024_C_007,364.04,C,C,253.0
2024,2024_SP_298,415.31,SP,SP,253.6
2024,2024_C_016,340.91,C,C,254.8
2024,2024_SP_311,396.85,SP,SP,255.0
2024,2024_SP_309,351.02,SP,SP;RP,255.4
2024,2024_OF_201,419.5,OF,OF,256.5
2024,2024_SP_313,331.5,SP,SP,256.9
2024,2024_SP_291,387.03,SP,SP,257.0
2024,2024_SP_299,390.42,SP,SP,257.7
2024,2024_3B_118,390.32,3B,3B,258.5
2024,2024_SS_156,380.82,SS,SS,258.5
2024,2024_RP_336,388.76,RP,RP,259.0
2024,2024_1B_059,392.58,1B,1B;3B,259.8
2024,2024_RP_339,381.74,RP,RP,260.6
2024,2024_OF_211,378.24,OF,OF,261.5
2024,2024_1B_060,398.72,1B,1B,264.2
2024,2024_C_009,353.74,C,C,264.4
2024,2024_SP_273,427.47,SP,SP,266.0
2024,2024_OF_187,402.22,OF,OF,266.2
2024,2024_2B_093,322.37,2B,2B,266.5
2024,2024_SP_307,356.73,SP,SP,267.6
2024,2024_C_019,358.98,C,C,268.6
2024,2024_SP_286,373.03,SP,SP;RP,268.9
2024,2024_RP_354,349.88,RP,RP,270.0
2024,2024_RP_356,317.22,RP,RP,271.2
2024,2024_OF_181,406.11,OF,OF;1B,276.6
2024,2024_OF_205,330.63,OF,OF,277.1
2024,2024_OF_186,366.35,OF,OF,277.2
2024,2024_SP_278,377.36,SP,SP,278.8
2024,2024_SP_302,361.91,SP,SP,279.0
2024,2024_RP_353,325.11,RP,RP,281.2
2024,2024_OF_177,398.93,OF,OF,281.6
2024,2024_SP_301,366.98,SP,SP,283.3
2024,2024_SP_300,377.58,SP,SP,284.9
2024,2024_3B_121,374.11,3B,3B,286.0
2024,2024_RP_348,366.35,RP,RP,286.0
2024,2024_1B_039,412.8,1B,1B,287.5
2024,2024_RP_351,333.56,RP,RP,288.2
2024,2024_2B_082,388.66,2B,2B,288.4
2024,2024_3B_119,354.87,3B,3B,289.4
2024,2024_OF_193,370.43,OF,OF,290.5
2024,2024_SP_304,342.48,SP,SP,291.2
2024,2024_RP_360,298.98,RP,RP;SP,291.6
2024,2024_RP_352,334.25,RP,RP,293.2
2024,2024_OF_209,299.34,OF,OF;1B,293.5
2024,2024_SP_328,334.12,SP,SP,293.7
2024,2024_SP_294,363.24,SP,SP,294.0
2024,2024_C_028,275.77,C,C,296.3
2024,2024_SP_290,342.1,SP,SP;RP,297.1
2024,2024_SP_303,332.5,SP,SP;RP,297.1
2024,2024_OF_227,346.71,OF,OF,298.7
2024,2024_C_015,351.23,C,C,298.8
2024,2024_OF_219,342.24,OF,OF,299.7
2024,2024_OF_215,321.92,OF,OF,300.4
2024,2024_C_024,338.71,C,C,301.3
2024,2024_RP_347,346.63,RP,RP,302.7
2024,2024_OF_228,279.24,OF,OF,303.4
2024,2024_OF_198,372.83,OF,OF,303.5
2024,2024_RP_343,346.2,RP,RP;SP,308.3
2024,2024_3B_129,366.91,3B,3B,309.0
2024,2024_SP_317,306.55,SP,SP,310.2
2024,2024_SP_308,373.19,SP,SP,311.8
2024,2024_RP_365,318.42,RP,RP,314.4
2024,2024_OF_190,369.48,OF,OF,315.3
2024,2024_OF_240,314.63,OF,OF,315.9
2024,2024_SP_315,320.92,SP,SP,318.6
2024,2024_SP_288,379.68,SP,SP,320.3
2024,2024_SP_320,288.26,SP,SP,320.8
2024,2024_OF_196,343.34,OF,OF,322.3
2024,2024_C_022,324.52,C,C,323.2
2024,2024_RP_361,300.42,RP,RP,323.5
2024,2024_OF_212,339.81,OF,OF,324.8
2024,2024_OF_235,311.88,OF,OF,325.3
2024,2024_OF_204,328.98,OF,OF,325.4
2024,2024_OF_194,353.44,OF,OF,326.3
2024,2024_RP_358,340.37,RP,RP,326.6
2024,2024_OF_224,315.32,OF,OF,326.7
2024,2024_RP_355,303.98,RP,RP,326.7
2024,2024_SP_305,314.81,SP,SP;RP,328.3
2024,2024_C_025,353.38,C,C,328.5
2024,2024_C_027,287.17,C,C,328.5
2024,2024_C_018,320.34,C,C,328.9
2024,2024_OF_220,315.63,OF,OF;1B,328.9
2024,2024_RP_370,342.96,RP,RP,331.4
2024,2024_OF_218,369.64,OF,OF,332.3
2024,2024_SP_297,354.55,SP,SP,333.4
2024,2024_RP_366,282.38,RP,RP,334.9
2024,2024_OF_221,292.52,OF,OF,335.7
2024,2024_SP_321,283.24,SP,SP;RP,336.3
2024,2024_SP_322,293.66,SP,SP,337.2
2024,2024_OF_223,329.89,OF,OF;1B,338.7
2024,2024_OF_229,353.14,OF,OF,339.5
2024,2024_OF_232,285.54,OF,OF,345.1
2024,2024_OF_234,298.34,OF,OF,345.2
2024,2024_OF_245,311.52,OF,OF;1B,346.5
2024,2024_RP_371,309.5,RP,RP,346.6
2024,2024_RP_367,269.02,RP,RP,347.9
2024,2024_OF_189,363.34,OF,OF,348.4
2024,2024_OF_213,300.61,OF,OF,348.6
2024,2024_RP_357,299.1,RP,RP,350.0
2024,2024_RP_368,293.65,RP,RP,351.5
2024,2024_RP_362,299.6,RP,RP,351.8
2024,2024_OF_246,294.57,OF,OF,352.0
2024,2024_OF_231,298.43,OF,OF,352.4
2024,2024_OF_214,291.37,OF,OF,355.0
2024,2024_RP_364,311.29,RP,RP;SP,355.0
2024,2024_OF_236,287.7,OF,OF,356.3
2024,2024_OF_225,297.32,OF,OF,357.5
2024,2024_SP_316,274.58,SP,SP,358.4
2024,2024_SP_318,284.65,SP,SP,360.8
2024,2024_SP_323,293.7,SP,SP,362.3
2024,2024_OF_239,242.62,OF,OF,363.0
2024,2024_OF_237,243.13,OF,OF,364.2
2024,2024_OF_230,263.56,OF,OF,365.8
2024,2024_SP_326,279.63,SP,SP,367.7
2024,2024_RP_359,273.69,RP,RP;SP,367.9
2024,2024_OF_238,245.6,OF,OF,370.1
2024,2024_OF_242,212.85,OF,OF,370.7
2024,2024_OF_233,253.76,OF,OF,371.8
2024,2024_OF_222,275.66,OF,OF,372.5
2024,2024_OF_241,192.96,OF,OF,375.1
2024,2024_OF_243,225.73,OF,OF,383.4
2024,2024_RP_372,282.03,RP,RP,386.1
